framework,framework_version,architecture,observable,n,k,depth,n_params,n_param_sets,n_grad_components,var_pooled,seed,wall_time_s,timestamp
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,12,120,20,2400,5.32062926e-03,42105613,53.536,2026-08-23T11:35:18.988908+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,13,130,20,2600,6.45127934e-03,42105644,64.014,2026-08-23T11:36:23.007648+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,14,140,20,2800,4.14755502e-03,42105675,72.672,2026-08-23T11:37:35.683381+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,15,150,20,3000,4.03167998e-03,42105706,82.350,2026-08-23T11:38:58.037413+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,16,160,20,3200,4.09775144e-03,42105737,96.000,2026-08-23T11:40:34.040693+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,17,170,20,3400,4.21854670e-03,42105768,104.381,2026-08-23T11:42:18.425097+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,18,180,20,3600,3.05115667e-03,42105799,115.820,2026-08-23T11:44:14.249203+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,19,190,20,3800,2.97158581e-03,42105830,127.023,2026-08-23T11:46:21.276160+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,20,200,20,4000,2.76934915e-03,42105861,141.459,2026-08-23T11:48:42.738818+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,21,210,20,4200,2.75337709e-03,42105892,156.704,2026-08-23T11:51:19.446378+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,22,220,20,4400,2.60385805e-03,42105923,170.252,2026-08-23T11:54:09.701267+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,23,230,20,4600,2.44280305e-03,42105954,191.309,2026-08-23T11:57:21.014623+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,24,240,20,4800,2.27637986e-03,42105985,207.692,2026-08-23T12:00:48.719377+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,25,250,20,5000,2.16730700e-03,42106016,226.116,2026-08-23T12:04:34.839023+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,26,260,20,5200,1.51141452e-03,42106047,249.499,2026-08-23T12:08:44.341693+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,27,270,20,5400,1.76612639e-03,42106078,274.371,2026-08-23T12:13:18.718602+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,28,280,20,5600,1.90231769e-03,42106109,281.504,2026-08-23T12:18:00.226464+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,29,290,20,5800,1.78306228e-03,42106140,301.357,2026-08-23T12:23:01.587782+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,5,30,300,20,6000,1.52839105e-03,42106171,327.928,2026-08-23T12:28:29.519202+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,1,10,20,200,3.52079557e-02,42106281,0.451,2026-08-23T12:28:29.975043+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,2,20,20,400,1.79793146e-02,42106312,1.548,2026-08-23T12:28:31.526778+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,3,30,20,600,1.61590772e-02,42106343,3.300,2026-08-23T12:28:34.829788+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,4,40,20,800,9.93982023e-03,42106374,7.368,2026-08-23T12:28:42.201057+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,5,50,20,1000,7.01010813e-03,42106405,9.388,2026-08-23T12:28:51.592088+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,6,60,20,1200,9.00326053e-03,42106436,13.567,2026-08-23T12:29:05.161996+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,7,70,20,1400,3.61481199e-03,42106467,19.527,2026-08-23T12:29:24.692411+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,8,80,20,1600,6.80938693e-03,42106498,22.608,2026-08-23T12:29:47.303560+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,9,90,20,1800,6.14555359e-03,42106529,29.845,2026-08-23T12:30:17.153469+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,10,100,20,2000,4.60111804e-03,42106560,37.874,2026-08-23T12:30:55.030937+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,11,110,20,2200,3.35251386e-03,42106591,44.934,2026-08-23T12:31:39.967751+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,12,120,20,2400,3.94248496e-03,42106622,51.806,2026-08-23T12:32:31.777158+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,13,130,20,2600,2.70479849e-03,42106653,62.449,2026-08-23T12:33:34.229379+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,14,140,20,2800,3.13442743e-03,42106684,74.775,2026-08-23T12:34:49.008247+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,15,150,20,3000,2.97878637e-03,42106715,79.354,2026-08-23T12:36:08.365800+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,16,160,20,3200,3.30038524e-03,42106746,92.049,2026-08-23T12:37:40.418380+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,17,170,20,3400,2.26912653e-03,42106777,108.949,2026-08-23T12:39:29.370165+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,18,180,20,3600,2.51258140e-03,42106808,123.555,2026-08-23T12:41:32.929211+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,19,190,20,3800,1.89068344e-03,42106839,136.787,2026-08-23T12:43:49.719771+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,20,200,20,4000,1.99540126e-03,42106870,148.282,2026-08-23T12:46:18.006016+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,21,210,20,4200,1.88402327e-03,42106901,163.221,2026-08-23T12:49:01.231011+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,22,220,20,4400,2.04861866e-03,42106932,173.653,2026-08-23T12:51:54.887374+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,23,230,20,4600,1.54749346e-03,42106963,187.282,2026-08-23T12:55:02.172622+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,24,240,20,4800,1.72096330e-03,42106994,206.452,2026-08-23T12:58:28.628514+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,25,250,20,5000,1.30260622e-03,42107025,220.894,2026-08-23T13:02:09.525823+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,26,260,20,5200,1.45719218e-03,42107056,237.481,2026-08-23T13:06:07.010631+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,27,270,20,5400,1.51584730e-03,42107087,259.686,2026-08-23T13:10:26.700199+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,28,280,20,5600,1.73116643e-03,42107118,278.871,2026-08-23T13:15:05.574920+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,29,290,20,5800,1.33637989e-03,42107149,299.417,2026-08-23T13:20:04.995464+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,6,30,300,20,6000,1.21806245e-03,42107180,326.723,2026-08-23T13:25:31.721974+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,1,10,20,200,2.76753187e-02,42108299,0.471,2026-08-23T13:25:32.196919+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,2,20,20,400,8.37093053e-03,42108330,1.968,2026-08-23T13:25:34.168020+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,3,30,20,600,5.38935749e-03,42108361,4.414,2026-08-23T13:25:38.585297+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,4,40,20,800,4.08290549e-03,42108392,5.439,2026-08-23T13:25:44.027614+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,5,50,20,1000,3.20527740e-03,42108423,10.144,2026-08-23T13:25:54.175355+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,6,60,20,1200,2.50273838e-03,42108454,13.740,2026-08-23T13:26:07.918977+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,7,70,20,1400,2.76208305e-03,42108485,17.948,2026-08-23T13:26:25.872404+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,8,80,20,1600,2.84076979e-03,42108516,23.765,2026-08-23T13:26:49.641184+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,9,90,20,1800,2.54828034e-03,42108547,30.604,2026-08-23T13:27:20.249138+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,10,100,20,2000,2.18343709e-03,42108578,36.231,2026-08-23T13:27:56.483900+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,11,110,20,2200,2.20594116e-03,42108609,44.521,2026-08-23T13:28:41.008913+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,12,120,20,2400,2.00961852e-03,42108640,54.542,2026-08-23T13:29:35.554558+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,13,130,20,2600,2.34191920e-03,42108671,61.592,2026-08-23T13:30:37.149713+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,14,140,20,2800,1.57354110e-03,42108702,74.819,2026-08-23T13:31:51.972104+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,15,150,20,3000,1.75157727e-03,42108733,85.794,2026-08-23T13:33:17.769796+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,16,160,20,3200,2.09470293e-03,42108764,95.113,2026-08-23T13:34:52.886551+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,17,170,20,3400,1.14546051e-03,42108795,107.094,2026-08-23T13:36:39.984477+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,18,180,20,3600,1.65151629e-03,42108826,119.151,2026-08-23T13:38:39.152997+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,19,190,20,3800,1.06538306e-03,42108857,132.745,2026-08-23T13:40:51.900891+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,20,200,20,4000,1.39828085e-03,42108888,147.146,2026-08-23T13:43:19.056257+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,21,210,20,4200,1.17920338e-03,42108919,159.805,2026-08-23T13:45:58.865047+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,22,220,20,4400,1.25986453e-03,42108950,175.680,2026-08-23T13:48:54.548885+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,23,230,20,4600,1.13728760e-03,42108981,192.242,2026-08-23T13:52:06.794408+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,24,240,20,4800,1.20062859e-03,42109012,213.515,2026-08-23T13:55:40.312756+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,25,250,20,5000,1.15659189e-03,42109043,224.178,2026-08-23T13:59:24.493794+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,26,260,20,5200,1.09157816e-03,42109074,247.915,2026-08-23T14:03:32.412201+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,27,270,20,5400,1.06297744e-03,42109105,267.868,2026-08-23T14:08:00.283863+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,28,280,20,5600,1.05326164e-03,42109136,282.732,2026-08-23T14:12:43.019391+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,29,290,20,5800,1.13291938e-03,42109167,313.726,2026-08-23T14:17:56.748812+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,8,30,300,20,6000,1.11621901e-03,42109198,336.303,2026-08-23T14:23:33.055602+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,1,10,20,200,9.96469430e-03,42110317,0.470,2026-08-23T14:23:33.529466+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,2,20,20,400,2.82850794e-03,42110348,1.605,2026-08-23T14:23:35.137752+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,3,30,20,600,1.07531565e-03,42110379,3.362,2026-08-23T14:23:38.502943+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,4,40,20,800,2.35948914e-03,42110410,7.067,2026-08-23T14:23:45.573569+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,5,50,20,1000,2.33090030e-03,42110441,9.273,2026-08-23T14:23:54.861091+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,6,60,20,1200,2.17827998e-03,42110472,14.391,2026-08-23T14:24:09.255177+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,7,70,20,1400,1.44459685e-03,42110503,19.613,2026-08-23T14:24:28.871703+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,8,80,20,1600,1.32225614e-03,42110534,24.401,2026-08-23T14:24:53.284927+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,9,90,20,1800,1.91337509e-03,42110565,31.255,2026-08-23T14:25:24.543115+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,10,100,20,2000,1.83392232e-03,42110596,39.371,2026-08-23T14:26:03.917812+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,11,110,20,2200,1.45263871e-03,42110627,45.758,2026-08-23T14:26:49.679512+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,12,120,20,2400,1.89414945e-03,42110658,54.410,2026-08-23T14:27:44.092489+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,13,130,20,2600,1.59997205e-03,42110689,64.153,2026-08-23T14:28:48.249433+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,14,140,20,2800,1.85339944e-03,42110720,75.467,2026-08-23T14:30:03.720061+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,15,150,20,3000,1.53771881e-03,42110751,86.402,2026-08-23T14:31:30.126322+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,16,160,20,3200,1.46892346e-03,42110782,96.333,2026-08-23T14:33:06.462672+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,17,170,20,3400,1.59875053e-03,42110813,110.367,2026-08-23T14:34:56.833534+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,18,180,20,3600,1.18776428e-03,42110844,123.719,2026-08-23T14:37:00.555288+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,19,190,20,3800,1.30516845e-03,42110875,138.273,2026-08-23T14:39:18.832029+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,20,200,20,4000,1.22730049e-03,42110906,164.523,2026-08-23T14:42:03.358299+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,21,210,20,4200,1.19787639e-03,42110937,169.976,2026-08-23T14:44:53.338047+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,22,220,20,4400,1.03978038e-03,42110968,182.788,2026-08-23T14:47:56.129375+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,23,230,20,4600,1.21802787e-03,42110999,199.186,2026-08-23T14:51:15.319216+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,24,240,20,4800,1.26759345e-03,42111030,215.511,2026-08-23T14:54:50.833967+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,25,250,20,5000,1.20059942e-03,42111061,236.095,2026-08-23T14:58:46.932397+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,26,260,20,5200,1.15196142e-03,42111092,261.716,2026-08-23T15:03:08.651155+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,27,270,20,5400,1.17129636e-03,42111123,274.128,2026-08-23T15:07:42.783245+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,28,280,20,5600,1.15288373e-03,42111154,289.988,2026-08-23T15:12:32.774686+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,29,290,20,5800,1.06574033e-03,42111185,311.767,2026-08-23T15:17:44.545470+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,10,10,30,300,20,6000,1.06677464e-03,42111216,336.487,2026-08-23T15:23:21.036408+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,1,12,20,240,3.99880394e-02,42122259,0.849,2026-08-23T15:23:21.889885+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,2,24,20,480,3.59140970e-02,42122290,3.005,2026-08-23T15:23:24.897942+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,3,36,20,720,2.58306247e-02,42122321,7.880,2026-08-23T15:23:32.781301+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,4,48,20,960,2.59985528e-02,42122352,12.036,2026-08-23T15:23:44.820986+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,5,60,20,1200,2.19849642e-02,42122383,20.571,2026-08-23T15:24:05.395667+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,6,72,20,1440,2.58751522e-02,42122414,28.590,2026-08-23T15:24:33.989117+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,7,84,20,1680,2.17786270e-02,42122445,37.299,2026-08-23T15:25:11.291618+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,8,96,20,1920,2.00128116e-02,42122476,55.971,2026-08-23T15:26:07.266577+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,9,108,20,2160,1.58379744e-02,42122507,62.650,2026-08-23T15:27:09.921242+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,10,120,20,2400,1.81887390e-02,42122538,76.759,2026-08-23T15:28:26.683589+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,11,132,20,2640,1.41771000e-02,42122569,93.962,2026-08-23T15:30:00.650150+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,12,144,20,2880,1.33281863e-02,42122600,115.684,2026-08-23T15:31:56.337759+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,13,156,20,3120,9.89591249e-03,42122631,132.894,2026-08-23T15:34:09.235537+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,14,168,20,3360,1.11164417e-02,42122662,153.151,2026-08-23T15:36:42.390528+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,15,180,20,3600,7.45619494e-03,42122693,174.934,2026-08-23T15:39:37.328527+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,16,192,20,3840,1.08196132e-02,42122724,196.435,2026-08-23T15:42:53.766980+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,17,204,20,4080,6.08473621e-03,42122755,223.566,2026-08-23T15:46:37.337070+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,18,216,20,4320,7.79743285e-03,42122786,249.018,2026-08-23T15:50:46.359541+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,19,228,20,4560,6.86209247e-03,42122817,275.069,2026-08-23T15:55:21.433038+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,20,240,20,4800,6.15563281e-03,42122848,307.593,2026-08-23T16:00:29.031761+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,21,252,20,5040,5.11208657e-03,42122879,340.969,2026-08-23T16:06:10.005679+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,22,264,20,5280,6.20417140e-03,42122910,379.263,2026-08-23T16:12:29.272377+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,23,276,20,5520,4.16001694e-03,42122941,404.568,2026-08-23T16:19:13.844254+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,24,288,20,5760,4.62792331e-03,42122972,437.077,2026-08-23T16:26:30.925248+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,25,300,20,6000,3.54089911e-03,42123003,474.219,2026-08-23T16:34:25.148730+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,26,312,20,6240,3.95930254e-03,42123034,521.791,2026-08-23T16:43:06.948670+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,27,324,20,6480,3.14298096e-03,42123065,553.194,2026-08-23T16:52:20.147792+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,28,336,20,6720,3.65956585e-03,42123096,590.407,2026-08-23T17:02:10.561849+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,29,348,20,6960,2.21291257e-03,42123127,579.684,2026-08-23T17:26:28.997756+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,2,30,360,20,7200,2.38127151e-03,42123158,622.349,2026-08-23T17:36:51.350240+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,1,12,20,240,4.69542277e-02,42123268,0.832,2026-08-23T17:36:52.186142+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,2,24,20,480,2.11541417e-02,42123299,4.474,2026-08-23T17:36:56.663628+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,3,36,20,720,2.98397521e-02,42123330,6.252,2026-08-23T17:37:02.921520+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,4,48,20,960,2.58812252e-02,42123361,12.370,2026-08-23T17:37:15.294934+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,5,60,20,1200,2.22966228e-02,42123392,18.084,2026-08-23T17:37:33.382454+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,6,72,20,1440,1.66414384e-02,42123423,26.539,2026-08-23T17:37:59.925623+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,7,84,20,1680,1.53215488e-02,42123454,35.237,2026-08-23T17:38:35.177363+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,8,96,20,1920,1.20085125e-02,42123485,46.864,2026-08-23T17:39:22.048413+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,9,108,20,2160,1.33440517e-02,42123516,57.653,2026-08-23T17:40:19.704892+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,10,120,20,2400,1.03954467e-02,42123547,70.621,2026-08-23T17:41:30.328653+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,11,132,20,2640,1.14236459e-02,42123578,84.755,2026-08-23T17:42:55.086575+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,12,144,20,2880,7.72554965e-03,42123609,101.403,2026-08-23T17:44:36.493265+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,13,156,20,3120,9.06443607e-03,42123640,118.961,2026-08-23T17:46:35.457572+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,14,168,20,3360,6.79353965e-03,42123671,137.576,2026-08-23T17:48:53.036313+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,15,180,20,3600,7.80758419e-03,42123702,157.900,2026-08-23T17:51:30.939884+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,16,192,20,3840,6.50178897e-03,42123733,177.975,2026-08-23T17:54:28.918025+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,17,204,20,4080,6.21142994e-03,42123764,200.566,2026-08-23T17:57:49.487881+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,18,216,20,4320,5.40105281e-03,42123795,226.315,2026-08-23T18:01:35.806570+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,19,228,20,4560,5.25759689e-03,42123826,252.729,2026-08-23T18:05:48.539456+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,20,240,20,4800,4.64778299e-03,42123857,279.384,2026-08-23T18:10:27.927758+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,21,252,20,5040,3.85733226e-03,42123888,314.081,2026-08-23T18:15:42.012525+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,22,264,20,5280,3.31057453e-03,42123919,335.065,2026-08-23T18:21:17.080691+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,23,276,20,5520,2.96441128e-03,42123950,362.622,2026-08-23T18:27:19.705851+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,24,288,20,5760,2.86886553e-03,42123981,395.275,2026-08-23T18:33:54.984226+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,25,300,20,6000,2.77210979e-03,42124012,429.112,2026-08-23T18:41:04.100070+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,26,312,20,6240,2.28354730e-03,42124043,468.095,2026-08-23T18:48:52.198827+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,27,324,20,6480,2.18327839e-03,42124074,499.547,2026-08-23T18:57:11.750585+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,28,336,20,6720,2.31038381e-03,42124105,537.100,2026-08-23T19:06:08.854486+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,29,348,20,6960,1.99244247e-03,42124136,571.691,2026-08-23T19:15:40.551192+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,3,30,360,20,7200,1.73429158e-03,42124167,617.786,2026-08-23T19:25:58.341429+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,1,12,20,240,4.81953428e-02,42124277,0.791,2026-08-23T19:25:59.138240+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,2,24,20,480,3.10291589e-02,42124308,2.817,2026-08-23T19:26:01.959274+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,3,36,20,720,2.24655199e-02,42124339,6.419,2026-08-23T19:26:08.382013+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,4,48,20,960,1.95933168e-02,42124370,12.052,2026-08-23T19:26:20.437440+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,5,60,20,1200,1.24184944e-02,42124401,19.284,2026-08-23T19:26:39.724932+00:00
